scode,id,speaker,text,wc,analytic,clout,authentic,tone,wps,sixltr,dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,allpunc,period,comma,colon,semic,qmark,exclam,dash,quote,apostro,parenth,otherp,zarticle,zprep,zposemo,zsixltr,zswear,presidentiality,self,zself,znegemo,zmotion,zdiscrep,other,zother,honesty,zhonesty,zppron,zverb,zauxverb,zanx,znegate,zcertain,zcogproc,fem2,zfem2,wc_z,analytic_z,clout_z,authentic_z,tone_z,wps_z,sixltr_z,dic_z,function_z,pronoun_z,ppron_z,i_z,we_z,you_z,shehe_z,they_z,ipron_z,article_z,prep_z,auxverb_z,adverb_z,conj_z,negate_z,verb_z,adj_z,compare_z,interrog_z,number_z,quant_z,affect_z,posemo_z,negemo_z,anx_z,anger_z,sad_z,social_z,family_z,friend_z,female_z,male_z,cogproc_z,insight_z,cause_z,discrep_z,tentat_z,certain_z,differ_z,percept_z,see_z,hear_z,feel_z,bio_z,body_z,health_z,sexual_z,ingest_z,drives_z,affiliation_z,achieve_z,power_z,reward_z,risk_z,focuspast_z,focuspresent_z,focusfuture_z,relativ_z,motion_z,space_z,time_z,work_z,leisure_z,home_z,money_z,relig_z,death_z,informal_z,swear_z,netspeak_z,assent_z,nonflu_z,filler_z,allpunc_z,period_z,comma_z,colon_z,semic_z,qmark_z,exclam_z,dash_z,quote_z,apostro_z,parenth_z,otherp_z
George Floyd,320,George Floyd, Ah! Ah! Please. Please. Please- ,5,93.260002,50,1,99,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,40,0,100,40,0,0,0,0,40,20,0,0,0,0,-.49198288,-.75291371,3.0402412,-.60931259,-.19229415,.99373794,0,-.54825228,-.28397277,-.49780616,-.27290502,0,-.83109432,-.87047267,-.41391051,-1.0586278,-1.1089975,-.74153131,-.10817815,-.35930678,-.24228893,-.64449292,-4.5473962,-1.2246238,-.3684276,1.2096131,-.33197477,-1.0285169,1.9235005,-1.2484615,-.60931259,.66705954,-1.9200236,-1.1506931,-1.0586278,-.54825228,-.25611472,-.5138284,-.37709263,-.17261264,-.45313531,-.49198288,-.75291371,-.74153131,-.53872043,-.42908716,-.35930678,-1.1089975,-.23617151,-.22966173,-.26036239,-.20222452,-.21050604,2.8612137,3.0402412,-.28397277,-.10817815,-.2038914,-.13232417,-.90864164,-.13333647,-.20259151,-.11498597,-.56847328,-.64449292,-.21876192,-.15113927,-.27290502,-.31862181,-.24228893,-.42697161,-.31742761,-.209484,-.14925112,-.22498767,-.39016688,-.34785593,-.090342402,-.15290184,-.13425042,-.66975731,-.32529783,-.17049116,-.41073379,-.40925664,-.15761362,-.33332887,-.95207703,-.32737204,-.78344274,-.49780616,-.65237254,-.30837625,-.12430152,-.079358719,-.13107426,-.090578616,-.080620341,-.10565373,1.4105659,-.19229415,-.14260407,1.5188093,8.1852608,,2.0778384,.85243088,-.62337428,,,-.38631219,3.8032877,2.633646,-.28805181,-.54566288,,-.11821821
George Floyd,299,George Floyd, lcan't breathe. ,2,93.260002,50,1,25.77,2,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0,0,0,0,0,50,0,0,-.49198288,-.75291371,-.34840634,3.1380069,-.19229415,1.3524098,0,-.54825228,-.28397277,-.49780616,-.27290502,0,-.83109432,-.87047267,-.41391051,-1.0586278,-1.1089975,-.74153131,-.10817815,-.35930678,-.24228893,-.64449292,-4.5473962,-1.2246238,-.67696947,1.2096131,-.33197477,-1.0285169,-.39846048,-.95867467,3.1380069,-2.0397732,-1.9200236,-1.1506931,-1.0586278,-.54825228,-.25611472,-.5138284,-.37709263,-.17261264,-.45313531,-.49198288,-.75291371,-.74153131,-.53872043,-.42908716,-.35930678,-1.1089975,-.23617151,-.22966173,-.26036239,-.20222452,-.21050604,-.42879289,-.34840634,-.28397277,-.10817815,-.2038914,-.13232417,-.90864164,-.13333647,-.20259151,-.11498597,-.56847328,-.64449292,-.21876192,-.15113927,-.27290502,-.31862181,-.24228893,-.42697161,-.31742761,-.209484,-.14925112,-.22498767,5.5734944,5.9920206,-.090342402,-.15290184,-.13425042,-.66975731,-.32529783,-.17049116,-.41073379,-.40925664,-.15761362,-.33332887,-.95207703,-.32737204,-.78344274,-.49780616,-.65237254,-.30837625,-.12430152,-.079358719,-.13107426,-.090578616,-.080620341,-.10565373,-.38077044,-.19229415,-.14260407,-.31381112,-.16652474,,2.0778384,1.2800944,-.62337428,,,-.38631219,-.26772723,-.13967535,-.28805181,4.1350198,,-.11821821
George Floyd,272,George Floyd," l can't believe this man. Mom, I love you. l love you. ",12,6.9499998,99,74.760002,99,4,8.3299999,83.330002,41.669998,33.330002,25,8.3299999,0,16.67,0,0,8.3299999,0,0,0,0,0,8.3299999,8.3299999,0,0,0,0,0,16.67,16.67,0,0,0,0,50,8.3299999,0,8.3299999,8.3299999,16.67,8.3299999,0,0,0,0,8.3299999,0,0,0,0,16.67,0,0,0,0,16.67,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.669998,25,8.3299999,0,0,0,0,0,0,8.3299999,0,0,-.49198288,-.75291371,.59307289,.014990848,-.19229415,-.82912701,8.3299999,.26779869,-.28397277,-.49780616,-.27290502,25,.74469578,1.5213684,.72341198,.68530303,-.63712502,-.74153131,-.10817815,.42322236,-.24228893,.80112237,-.10344841,-.027858887,.35150337,-.91391534,1.0388346,.6786648,1.9235005,-.37910107,.014990848,-.23539841,-.20471045,.75045437,.68530303,.26779869,-.25611472,1.2658521,-.37709263,-.17261264,.30217373,-.49198288,-.75291371,-.74153131,-.53872043,-.42908716,.42322236,-.63712502,-.23617151,-.22966173,-.26036239,-.20222452,-.21050604,.48528057,.59307289,-.28397277,-.10817815,-.2038914,-.13232417,1.8371012,.84805667,-.20259151,.86424983,.1871703,.80112237,1.3322318,-.15113927,-.27290502,-.31862181,-.24228893,.79050428,-.31742761,-.209484,-.14925112,-.22498767,1.5981178,-.34785593,-.090342402,-.15290184,-.13425042,.40817937,2.2457633,-.17049116,-.41073379,-.40925664,-.15761362,-.33332887,.085859597,-.32737204,-.78344274,-.49780616,-.65237254,-.30837625,-.12430152,-.079358719,-.13107426,-.090578616,-.080620341,-.10565373,-.38077044,-.19229415,-.14260407,-.31381112,-.16652474,,-.063970618,.21093556,.020030096,,,-.38631219,-.26772723,-.13967535,-.28805181,.23413879,,-.11821821
George Floyd,304,George Floyd, I can't breathe my face. ,5,1,1,99,25.77,5,20,100,60,40,40,40,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,0,0,0,0,0,0,20,0,0,-.49198288,-.75291371,-.34840634,.88961524,-.19229415,-.89598185,40,3.3703601,-.28397277,-.49780616,-.27290502,0,-.83109432,3.0481398,1.4493932,1.7316616,-1.1089975,-.74153131,-.10817815,1.5195147,-.24228893,1.0898986,1.8561062,.49985349,-.3684276,-1.0603062,-1.7027841,1.2397016,-.39846048,-.089314252,.88961524,.66705954,.54982984,1.1309118,1.7316616,3.3703601,-.25611472,-.5138284,-.37709263,-.17261264,-.45313531,-.49198288,-.75291371,-.74153131,-.53872043,-.42908716,1.5195147,-1.1089975,-.23617151,-.22966173,-.26036239,-.20222452,-.21050604,-.42879289,-.34840634,-.28397277,-.10817815,-.2038914,-.13232417,-.90864164,-.13333647,-.20259151,-.11498597,-.56847328,1.0898986,-.21876192,-.15113927,-.27290502,-.31862181,-.24228893,2.4961398,-.31742761,-.209484,-.14925112,-.22498767,4.3807621,4.7240453,-.090342402,-.15290184,-.13425042,-.66975731,-.32529783,-.17049116,-.41073379,-.40925664,-.15761362,-.33332887,.29319787,-.32737204,-.78344274,-.49780616,-.65237254,-.30837625,-.12430152,-.079358719,-.13107426,-.090578616,-.080620341,-.10565373,-.38077044,-.19229415,-.14260407,-.31381112,-.16652474,,-.12529099,-.0028962081,-.62337428,,,-.38631219,-.26772723,-.13967535,-.28805181,1.3266101,,-.11821821
George Floyd,189,George Floyd," I'm not that kind of guy! I'm not that kind of guy, man! ",11,1,1,99,25.77,5.5,18.18,100,54.549999,36.360001,18.18,18.18,0,0,0,0,18.18,0,0,18.18,0,0,18.18,18.18,0,0,0,0,0,0,0,0,0,0,0,27.27,0,18.18,0,27.27,36.360001,0,0,0,18.18,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.450001,0,9.0900002,0,0,0,18.18,0,0,18.18,0,0,-.49198288,-.75291371,-.34840634,.75321281,-.19229415,-1.0323843,18.18,1.232757,-.28397277,-.49780616,-.27290502,18.18,.31482026,2.0564511,.9778443,.2095587,-.079148538,.80201709,-.10817815,1.348542,-.24228893,2.5086308,4.15516,1.1189938,.24865609,-1.0603062,-1.7027841,1.2397016,-.39846048,.055579156,.75321281,.66705954,.32548478,.92328584,.2095587,1.232757,-.25611472,-.5138284,-.37709263,-.17261264,1.1953063,-.49198288,-.75291371,.80201709,-.53872043,-.42908716,1.348542,-.079148538,-.23617151,-.22966173,-.26036239,-.20222452,-.21050604,-.42879289,-.34840634,-.28397277,-.10817815,-.2038914,-.13232417,.58888656,-.13333647,5.3268032,-.11498597,1.9052843,2.5086308,-.21876192,-.15113927,-.27290502,3.8757324,-.24228893,2.2301369,-.31742761,-.209484,-.14925112,-.22498767,-.39016688,-.34785593,-.090342402,-.15290184,-.13425042,-.66975731,-.32529783,-.17049116,-.41073379,-.40925664,-.15761362,-.33332887,.17987786,-.32737204,-.78344274,-.49780616,-.65237254,-.30837625,-.12430152,-.079358719,-.13107426,-.090578616,-.080620341,-.10565373,-.38077044,-.19229415,-.14260407,-.31381112,-.16652474,,.074826635,-.85822326,.078732073,,,-.38631219,1.5825491,-.13967535,-.28805181,1.1562333,,-.11821821
George Floyd,215,George Floyd, Can talk to you please? ,5,52.709999,99,1,99,5,0,100,60,20,20,0,0,20,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,-.49198288,1.0439168,.78114283,-.60931259,-.19229415,.53147006,0,-.54825228,-.28397277,-.49780616,-.27290502,20,.42953777,.3901594,.18552113,.33651686,-1.1089975,.95654172,-.10817815,-.35930678,-.24228893,-.64449292,-1.4541785,-.39161345,-.3684276,.21194099,1.0388346,-1.0285169,1.9235005,-.089314252,-.60931259,.66705954,.54982984,-.0098905712,.33651686,-.54825228,-.25611472,1.6213611,-.37709263,-.17261264,-.45313531,-.49198288,1.0439168,.95654172,-.53872043,-.42908716,-.35930678,-1.1089975,-.23617151,-.22966173,-.26036239,-.20222452,-.21050604,.66787595,.78114283,-.28397277,-.10817815,-.2038914,-.13232417,1.2879527,-.13333647,-.20259151,-.11498597,-.56847328,-.64449292,-.21876192,-.15113927,-.27290502,-.31862181,-.24228893,-.42697161,-.31742761,-.209484,-.14925112,-.22498767,-.39016688,-.34785593,-.090342402,-.15290184,-.13425042,-.66975731,-.32529783,-.17049116,-.41073379,-.40925664,-.15761362,-.33332887,1.5384728,-.32737204,-.78344274,-.49780616,-.65237254,-.30837625,-.12430152,-.079358719,-.13107426,-.090578616,-.080620341,-.10565373,-.38077044,-.19229415,-.14260407,-.31381112,-.16652474,,-.85966748,-.85822326,-.62337428,,,1.3582262,-.26772723,-.13967535,-.28805181,-.54566288,,-.11821821
George Floyd,29,George Floyd, Last time got shot like that Mr officer it was the same thing ,13,65.459999,77.919998,17.459999,25.77,13,7.6900001,92.309998,46.150002,23.08,0,0,0,0,0,0,23.08,7.6900001,7.6900001,7.6900001,0,0,0,15.38,7.6900001,15.38,0,0,0,0,0,0,0,0,0,7.6900001,0,0,0,7.6900001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,0,0,15.38,7.6900001,0,15.38,0,0,15.38,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.44124383,-.062032353,-.34840634,-.032974832,-.19229415,-.19446385,0,-.54825228,-.28397277,-.49780616,-.27290502,23.08,.62367511,.5842967,.27783358,-1.0586278,-.23776115,-.088622212,-.10817815,-.35930678,-.24228893,-.64449292,-3.0232508,-.8141681,.45435065,.52563566,.44910672,-.64754879,-.39846048,2.2289803,-.032974832,.25074852,-.020294596,.165793,-1.0586278,-.54825228,-.25611472,-.5138284,-.37709263,-.17261264,1.6396058,.44124383,-.062032353,-.088622212,-.53872043,-.42908716,-.35930678,-.23776115,.68621069,6.6560531,-.26036239,-.20222452,-.21050604,-.42879289,-.34840634,-.28397277,-.10817815,-.2038914,-.13232417,-.48634636,-.13333647,-.20259151,-.11498597,.12911366,-.64449292,-.21876192,-.15113927,-.27290502,-.31862181,-.24228893,-.42697161,-.31742761,-.209484,-.14925112,-.22498767,-.39016688,-.34785593,-.090342402,-.15290184,-.13425042,.82267088,-.32529783,-.17049116,1.3468653,.5063467,-.15761362,2.0535009,-.95207703,-.32737204,.019813325,-.49780616,-.65237254,1.4099605,-.12430152,-.079358719,-.13107426,-.090578616,-.080620341,-.10565373,-.38077044,-.19229415,-.14260407,-.31381112,-.16652474,,-1.594044,-.85822326,-.62337428,,,-.38631219,-.26772723,-.13967535,-.28805181,-.54566288,,-.11821821
George Floyd,203,George Floyd," I don't want to win. Iâm claustrophobic, and igot anxiety, I don't want to do nothing to them] ",19,6.5599999,1,1,25.77,9.5,15.79,84.209999,63.16,21.049999,21.049999,15.79,0,0,0,5.2600002,0,0,15.79,15.79,0,5.2600002,15.79,26.32,0,0,0,0,0,10.53,5.2600002,5.2600002,5.2600002,0,0,5.2600002,0,0,0,0,15.79,0,0,10.53,0,5.2600002,0,0,0,0,0,0,0,0,0,0,5.2600002,0,5.2600002,5.2600002,5.2600002,0,0,26.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.84,5.2600002,10.53,0,0,0,0,0,5.2600002,10.53,0,5.2600002,-.49198288,.66568404,-.051334903,.57409096,-.19229415,.50416309,15.79,.99861991,.62076586,-.49780616,2.5911775,5.2600002,-.49954805,2.9672897,1.4109489,.40976191,.3819609,.59909731,2.2637689,1.1240227,.86041725,.72480917,6.9846039,1.8809693,1.0714344,-.92351067,-1.7027841,-1.0285169,-.39846048,1.2147264,.57409096,-.1877583,.67990875,.050001513,.40976191,.99861991,-.25611472,-.5138284,-.37709263,2.3060186,-.45313531,-.49198288,.66568404,.59909731,-.53872043,.48976308,1.1240227,.3819609,-.23617151,-.22966173,-.26036239,-.20222452,-.21050604,.14860323,-.051334903,.62076586,2.2637689,-.2038914,-.13232417,-.61978948,-.13333647,-.20259151,-.11498597,-.56847328,.72480917,-.21876192,-.15113927,2.5911775,-.31862181,.86041725,-.42697161,-.31742761,-.209484,-.14925112,-.22498767,-.39016688,-.34785593,-.090342402,-.15290184,-.13425042,-.3296285,-.32529783,1.5491391,.1903697,.21702081,-.15761362,-.33332887,.6867047,-.32737204,-.78344274,-.49780616,-.65237254,-.30837625,-.12430152,-.079358719,-.13107426,-.090578616,-.080620341,-.10565373,-.38077044,-.19229415,-.14260407,-.31381112,-.16652474,,-.24132247,-.63327223,.1899568,,,-.38631219,-.26772723,-.13967535,1.016335,.44008881,,2.7573562
George Floyd,138,George Floyd," I'm claustrophobic man, please man, please. ",6,18.82,95.199997,23.51,99,6,16.67,83.330002,16.67,16.67,16.67,16.67,0,0,0,0,0,0,0,16.67,0,0,0,16.67,0,0,0,0,0,33.330002,33.330002,0,0,0,0,33.330002,0,0,0,33.330002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.669998,16.67,33.330002,0,0,0,0,0,0,16.67,0,0,-.49198288,-.75291371,1.5339875,.6400438,-.19229415,.73684061,16.67,1.0848293,-.28397277,-.49780616,-.27290502,0,-.83109432,.76260889,.36262119,.10422526,-.16468607,.67381257,-.10817815,-.35930678,-.24228893,-.64449292,-1.0248878,-.27600455,-.26558033,-.62187171,.93252683,-.50752097,1.9235005,.20047256,.6400438,-.23539841,-1.2338159,-.19983417,.10422526,1.0848293,-.25611472,-.5138284,-.37709263,-.17261264,-.45313531,-.49198288,-.75291371,.67381257,-.53872043,-.42908716,-.35930678,-.16468607,-.23617151,-.22966173,-.26036239,-.20222452,-.21050604,1.3988059,1.5339875,-.28397277,-.10817815,-.2038914,-.13232417,.92167068,-.13333647,-.20259151,-.11498597,2.4550083,-.64449292,-.21876192,-.15113927,-.27290502,-.31862181,-.24228893,-.42697161,-.31742761,-.209484,-.14925112,-.22498767,-.39016688,-.34785593,-.090342402,-.15290184,-.13425042,-.66975731,-.32529783,-.17049116,-.41073379,-.40925664,-.15761362,-.33332887,.085859597,-.32737204,-.78344274,-.49780616,-.65237254,-.30837625,-.12430152,-.079358719,-.13107426,-.090578616,-.080620341,-.10565373,-.38077044,-.19229415,-.14260407,-.31381112,-.16652474,,.85400003,-.14530817,1.9510157,,,-.38631219,-.26772723,-.13967535,-.28805181,1.0148766,,-.11821821
George Floyd,169,George Floyd," Please stay with me man, thank you. God, man. I didnât know all this was going to happen man. Please man. I don't want to do nothing to y'all man, nothing. ",32,38.599998,82.580002,18.52,99,6.4000001,6.25,93.75,46.880001,18.75,15.62,9.3800001,0,6.25,0,0,3.1199999,0,12.5,9.3800001,0,0,9.3800001,28.120001,0,0,0,0,3.1199999,9.3800001,9.3800001,0,0,0,0,21.879999,0,0,0,15.62,15.62,3.1199999,0,3.1199999,0,9.3800001,0,0,0,0,0,0,0,0,0,0,3.1199999,0,0,3.1199999,0,0,3.1199999,21.879999,3.1199999,6.25,6.25,3.1199999,0,0,0,0,0,3.1199999,0,0,0,0,0,0,0,34.380001,15.62,9.3800001,0,0,0,0,0,3.1199999,6.25,0,0,-.49198288,.37010539,.18135223,-.14089765,-.19229415,-.27371705,9.3800001,.3706623,-.28397277,.1596988,.57571197,9.3699999,-.24048819,.83016002,.3947418,.030980146,.48392621,.054864958,-.10817815,.52186048,1.7241337,.7100668,3.1336813,.8439073,2.4084489,-.13521446,.57947361,-.62301499,1.9235005,.31638733,-.14089765,.32870543,.0097552678,-.08119072,.030980146,.3706623,-.25611472,.15341832,-.37709263,-.17261264,-.17023446,-.49198288,.37010539,.054864958,-.53872043,-.42908716,.52186048,.48392621,-.23617151,-.22966173,-.26036239,-.20222452,.4690983,.085544802,.18135223,-.28397277,-.10817815,-.2038914,-.13232417,.29289541,-.13333647,-.20259151,-.11498597,.84847182,.7100668,.3621625,-.15113927,.57571197,-.31862181,1.7241337,-.42697161,-.31742761,-.209484,-.14925112,-.22498767,-.39016688,-.34785593,-.090342402,-.15290184,-.13425042,-.46800789,-.32529783,-.17049116,-.054185737,-.40925664,-.15761362,.15086544,.41025364,.29629171,-.45702204,.1596988,-.3947776,-.30837625,-.12430152,-.079358719,-.13107426,-.090578616,.55229086,-.10565373,-.38077044,-.19229415,-.14260407,-.31381112,-.16652474,,-.33165073,-.19021285,.1011315,,,-.38631219,-.26772723,-.13967535,.48565286,.039422404,,-.11821821
George Floyd,222,George Floyd," Can [get in the front, please? ",6,99,50,98.010002,99,6,0,100,50,0,0,0,0,0,0,0,0,16.67,16.67,16.67,0,0,0,16.67,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,16.67,0,0,33.330002,0,33.330002,0,33.330002,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,16.67,0,0,16.67,0,0,0,0,0,16.67,1.5310197,.7447446,.59307289,-.60931259,-.19229415,2.0672305,0,-.54825228,-.28397277,-.49780616,-.27290502,0,-.83109432,-.87047267,-.41391051,-1.0586278,-.16468607,.67381257,-.10817815,-.35930678,-.24228893,-.64449292,-2.1877408,-.58916342,-.26558033,1.3508372,-.33197477,1.2167881,1.9235005,.20047256,-.60931259,.66705954,.1381876,-1.1506931,-1.0586278,-.54825228,-.25611472,-.5138284,-.37709263,-.17261264,-.45313531,1.5310197,.7447446,.67381257,-.53872043,-.42908716,-.35930678,-.16468607,-.23617151,-.22966173,-.26036239,-.20222452,-.21050604,.48528057,.59307289,-.28397277,-.10817815,-.2038914,-.13232417,-.90864164,-.13333647,-.20259151,-.11498597,-.56847328,-.64449292,-.21876192,-.15113927,-.27290502,-.31862181,-.24228893,-.42697161,-.31742761,-.209484,-.14925112,-.22498767,-.39016688,-.34785593,-.090342402,-.15290184,-.13425042,.40817937,-.32529783,-.17049116,-.41073379,1.5755428,-.15761362,-.33332887,1.1231737,-.32737204,.95729369,-.49780616,2.0994353,-.30837625,-.12430152,-.079358719,-.13107426,-.090578616,-.080620341,-.10565373,-.38077044,-.19229415,-.14260407,-.31381112,-.16652474,,.24189726,-.85822326,.66420686,,,1.0677605,-.26772723,-.13967535,-.28805181,-.54566288,,8.9950562
George Floyd,226,George Floyd," Okay, man, okay! I'm not a bad guy man! ",9,46.369999,50,58.07,99,4.5,0,100,33.330002,11.11,11.11,11.11,0,0,0,0,0,11.11,0,11.11,0,0,11.11,11.11,0,0,0,0,0,33.330002,22.219999,11.11,0,0,0,33.330002,0,11.11,0,33.330002,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,22.219999,0,0,22.219999,0,0,55.560001,0,22.219999,0,0,0,22.219999,0,0,11.11,0,0,.85628086,-.75291371,.90652275,-.60931259,-.19229415,.20828316,11.11,.54014224,1.6269864,-.49780616,-.27290502,0,-.83109432,-1.6930373,-.80504072,-.28362501,-.4796454,.20174824,-.10817815,.6843785,-.24228893,.3189615,1.7183372,.46275198,.042961523,.055954769,-.33197477,.29237321,1.9235005,-.23420766,-.60931259,.66705954,-.54801995,-.51697725,-.28362501,.54014224,-.25611472,-.5138284,-.37709263,-.17261264,-.45313531,.85628086,-.75291371,.20174824,-.53872043,-.42908716,.6843785,-.4796454,-.23617151,-.22966173,-.26036239,-.20222452,-.21050604,1.3988059,.90652275,1.6269864,-.10817815,-.2038914,-.13232417,.92167068,-.13333647,3.1764829,-.11498597,2.4550083,.3189615,-.21876192,-.15113927,-.27290502,-.31862181,-.24228893,1.1968168,-.31742761,-.209484,-.14925112,-.22498767,-.39016688,-.34785593,-.090342402,-.15290184,-.13425042,.048651576,-.32529783,-.17049116,-.41073379,-.40925664,1.4772725,-.33332887,-.26032683,-.32737204,-.78344274,-.49780616,-.65237254,-.30837625,-.12430152,-.079358719,-.13107426,-.090578616,-.080620341,-.10565373,.61431682,-.19229415,-.14260407,.70420951,-.16652474,,.44605398,-.85822326,1.0928856,,,-.38631219,1.9937215,-.13967535,-.28805181,.49438471,,-.11821821
George Floyd,209,George Floyd," Okay, okay, let me count to three. Let me count to three and then Iâm going in, please. ",19,49.709999,5.73,96.089996,99,9.5,0,84.209999,52.630001,15.79,15.79,15.79,0,0,0,0,0,0,15.79,10.53,0,10.53,0,15.79,0,0,0,10.53,0,15.79,15.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,15.79,5.2600002,5.2600002,5.2600002,0,0,0,0,0,0,10.53,0,0,10.53,0,0,31.58,10.53,15.79,0,0,0,0,0,5.2600002,0,0,0,-.49198288,.66568404,.54337275,-.60931259,-.19229415,-.084532827,15.79,.99861991,-.28397277,.055550039,-.27290502,0,-.83109432,.1230433,.058507189,.042838879,-.21453574,.15250412,-.10817815,-.35930678,-.24228893,-.64449292,-1.6574323,-.44635019,1.0714344,.13813047,-1.570459,1.1723493,1.9235005,1.2147264,-.60931259,-.1877583,.24644956,-.25002947,.042838879,.99861991,-.25611472,-.5138284,-.37709263,-.17261264,-.45313531,-.49198288,.66568404,.15250412,-.53872043,1.4103601,-.35930678,-.21453574,-.23617151,-.22966173,-.26036239,1.0509689,-.21050604,.43702716,.54337275,-.28397277,-.10817815,-.2038914,-.13232417,-.90864164,-.13333647,-.20259151,-.11498597,-.56847328,-.64449292,-.21876192,-.15113927,-.27290502,-.31862181,-.24228893,-.42697161,-.31742761,-.209484,-.14925112,-.22498767,-.39016688,-.34785593,-.090342402,-.15290184,-.13425042,-.66975731,-.32529783,-.17049116,-.41073379,-.40925664,-.15761362,-.33332887,-.95207703,1.7774931,.041226517,.055550039,-.21809384,.27929938,-.12430152,-.079358719,-.13107426,-.090578616,-.080620341,-.10565373,.090798818,-.19229415,-.14260407,.1686262,-.16652474,,-.4344635,-.4078936,.59623617,,,-.38631219,-.26772723,-.13967535,1.016335,-.54566288,,-.11821821
George Floyd,25,George Floyd," Iâm sorry, Iâm so sorry. God dang man. Man, lgot, I got shot the same way Mr officer, before. ",20,52.709999,30.860001,74.760002,1,6.6700001,5,85,30,15,15,15,0,0,0,0,0,5,5,5,5,5,0,10,20,10,0,0,0,10,0,10,0,0,10,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,15,5,0,5,5,0,10,0,5,5,0,0,0,0,5,0,5,5,0,0,0,0,45,15,20,0,0,0,0,0,5,5,0,0,.11479651,-.30370608,-.34840634,-.23458064,2.2544854,1.4825888,15,.92122734,1.4360626,-.49780616,-.27290502,0,-.83109432,-1.1210284,-.53305,-.012269334,-.54252392,-.31701303,-.10817815,-.35930678,-.24228893,-.64449292,-.79001051,-.21275157,1.1742816,.21194099,-.86742967,.6786648,-1.1838623,.39462975,-.23458064,-.1449903,-.68509686,-.29509118,-.012269334,.92122734,-.25611472,-.5138284,-.37709263,-.17261264,-.45313531,.11479651,-.30370608,-.31701303,.10607577,.44434458,-.35930678,-.54252392,2.1627419,4.247396,-.26036239,-.20222452,-.21050604,.11954153,-.34840634,1.4360626,-.10817815,-.2038914,2.8827052,-.084918767,-.13333647,-.20259151,-.11498597,.79222947,-.64449292,-.21876192,-.15113927,-.27290502,-.31862181,-.24228893,-.42697161,-.31742761,-.209484,-.14925112,-.22498767,-.39016688,-.34785593,-.090342402,-.15290184,-.13425042,.62350804,-.32529783,-.17049116,1.3034396,.18606411,-.15761362,.44262356,-.64075828,-.32737204,-.26116961,-.49780616,-.23956011,.25025076,-.12430152,-.079358719,-.13107426,-.090578616,.93366045,-.10565373,-.15685341,2.2544854,-.14260407,-.31381112,-.16652474,,.05830314,-.21672797,.92141414,,,-.38631219,-.26772723,-.13967535,.95185959,-.07759466,,-.11821821
